Serial Number,sub_district,district,state,total_area_sq_km,estimated_population,current_green_cover_sq_km,targeted_green_cover_sq_km,greenery_deficit_sq_km,annual_mean_temp_c,annual_mean_rainfall_mm,soil_org_carbon_pct,surface_water_sq_km,population_density,greenery_deficit_pct,deficit_score,pop_density_score,priority_index,agro_eco_zone_description,forestry_trees,horticulture_plants,sustainable_cover
1725,Kurkheda,Garhchiroli,Maharashtra,1329.61,118395,1055.9,398.88,-657.02,26.66,1366.8,23.34,8.84,89.04490791,0,0,0.002512308,0.100492311,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1726,Tilhar,Shahjahanpur,Uttar Pradesh,1053.65,728732,973.35,316.09,-657.26,24.17,981.32,26.51,26.55,691.6262516,0,0,0.019513502,0.78054009,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1727,Birpur,Supaul,Bihar,1123.29,948586,996.07,336.99,-659.08,25.1,1677.7,24.81,97.03,844.4711517,0,0,0.023825859,0.95303437,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1728,Usilampatti,Madurai,Tamil Nadu,1040.65,272066,972.14,312.2,-659.94,26.82,1577.85,33.47,6.34,261.438524,0,0,0.007376211,0.295048444,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1729,Nalbari,Baksa,Assam,1185.81,570011,1015.88,355.74,-660.14,23.08,1649.46,30,11.84,480.6933657,0,0,0.013562254,0.54249017,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1730,Sawai Madhopur,Sawai Madhopur,Rajasthan,1565.53,461918,1130.44,469.66,-660.78,25.15,699.85,19.08,42.99,295.0553487,0,0,0.008324674,0.332986968,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1731,Ghatal,Pashchim Medinipur,West Bengal,963.32,868039,950.23,289,-661.23,26.57,1383.25,30.4,112.77,901.0910186,0,0,0.025423329,1.016933153,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1732,Derapur,Kanpur Dehat,Uttar Pradesh,1042.23,563745,973.95,312.67,-661.28,24.92,832.32,21.25,4.32,540.9026798,0,0,0.015260996,0.610439852,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1733,Vilattikulam,Thoothukkudi,Tamil Nadu,1118.35,160081,997.17,335.5,-661.67,28.51,823.48,30.08,58.29,143.1403407,0,0,0.004038553,0.161542125,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1734,Auraiya,Auraiya,Uttar Pradesh,1073.09,750802,984.1,321.93,-662.17,24.96,879.24,21.33,27.5,699.6635883,0,0,0.019740267,0.789610688,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1735,Chhindwara,Chhindwara,Madhya Pradesh,1274.99,497138,1044.67,382.5,-662.17,24.23,1177.09,20.76,42.51,389.915215,0,0,0.011001045,0.440041795,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1736,Patti,Tarn Taran,Punjab,999.76,370782,962.41,299.93,-662.48,23.43,869.46,17.41,2.45,370.871009,0,0,0.010463733,0.418549311,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1737,Thinghat,Churachandpur,Manipur,953.35,23372,948.78,286.01,-662.77,20.34,1487.81,39.42,1.3,24.51565532,0,0,0.000691683,0.02766733,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1738,Kandahar,Nanded,Maharashtra,1677.65,493446,1166.17,503.29,-662.88,26.49,1051.45,19.89,49.15,294.129288,0,0,0.008298546,0.331941855,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1739,Goharganj,Raisen,Madhya Pradesh,1833.54,298481,1213.41,550.06,-663.35,24.87,1230.67,20.24,36.77,162.7894674,0,0,0.004592932,0.183717297,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1740,Kinwat,Nanded,Maharashtra,2133.49,353513,1304.66,640.05,-664.61,26.56,1192.51,20.2,39.71,165.6970504,0,0,0.004674967,0.186998672,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1741,Kalna,Barddhaman,West Bengal,990.84,999019,962.77,297.25,-665.52,26.24,1205.24,29.82,67.37,1008.254612,0,0,0.028446836,1.137873445,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1742,Chingai,Ukhrul,Manipur,969,34410,956.68,290.7,-665.98,18.62,1446.58,37.69,0.51,35.51083591,0,0,0.001001901,0.040076025,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1743,Nivari,Tikamgarh,Madhya Pradesh,1338.44,423023,1067.59,401.53,-666.06,25.43,823.31,18.86,33.08,316.0567526,0,0,0.008917207,0.356688263,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1744,Chunar,Mirzapur,Uttar Pradesh,1476.19,896035,1109.1,442.86,-666.24,25.74,814.7,20.49,79.01,606.9916474,0,0,0.017125627,0.685025061,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1745,Ramtek,Nagpur,Maharashtra,1130.12,173610,1005.94,339.04,-666.9,26.27,1496.53,20.12,72.77,153.6208544,0,0,0.00433425,0.173369989,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1746,Bathinda,Bathinda,Punjab,1181.19,680878,1022.04,354.36,-667.68,24.33,659.61,18.09,2.86,576.4339353,0,0,0.016263473,0.650538921,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1747,Khunti,Ranchi,Jharkhand,1033.13,346320,978.1,309.94,-668.16,25.53,1110.55,26.23,7.35,335.2143486,0,0,0.009457718,0.378308714,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1748,Gohad,Bhind,Madhya Pradesh,1025.44,318205,977.19,307.63,-669.56,25.09,786.17,19.83,19.68,310.3106959,0,0,0.008755088,0.350203507,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1749,Somvarpet,Kodagu,Karnataka,1011.58,184535,973.1,303.47,-669.63,22.42,1657.13,37.74,21.31,182.4225469,0,0,0.005146859,0.205874359,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1750,Fatehgarh,Farrukhabad,Uttar Pradesh,1247.31,1205447,1045.26,374.19,-671.07,24.45,994.79,23.71,89.69,966.4373732,0,0,0.027267007,1.090680281,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1751,Nakur,Saharanpur,Uttar Pradesh,1106.68,647519,1003.98,332,-671.98,23,1392.74,27.39,18.44,585.1004807,0,0,0.01650799,0.660319617,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1752,Budaun,Budaun,Uttar Pradesh,1129.02,973644,1010.71,338.71,-672,24.07,923.23,24.41,17.63,862.379763,0,0,0.024331132,0.97324527,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1753,Agartala,West Tripura,Tripura,1017.85,989385,978.38,305.36,-673.02,25.41,2366.25,30.01,2.24,972.0341897,0,0,0.027424915,1.096996611,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1754,Dharni,Amravati,Maharashtra,1549.4,200302,1137.86,464.82,-673.04,25.56,1132,21.15,23.79,129.2771395,0,0,0.003647418,0.145896703,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1755,Anupshahr,Bulandshahr,Uttar Pradesh,1131.74,981066,1014.95,339.52,-675.43,24.15,1018.97,23.7,37.49,866.865181,0,0,0.024457683,0.978307323,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1756,Hamirpur,Hamirpur,Uttar Pradesh,1083.24,382162,1001.45,324.97,-676.48,25.64,748.59,19.7,46.65,352.7953178,0,0,0.009953746,0.398149851,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1757,Etawah,Etawah,Uttar Pradesh,1089.39,909663,1003.38,326.82,-676.56,24.69,849.98,22.16,18.25,835.0205161,0,0,0.02355922,0.942368783,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1758,Katoya,Barddhaman,West Bengal,1080.31,895423,1000.77,324.09,-676.68,26.29,1246.75,28.95,89.19,828.8574576,0,0,0.023385335,0.935413416,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1759,Katghar,Azamgarh,Uttar Pradesh,999.27,916923,976.94,299.78,-677.16,25.7,834.24,20.72,6.82,917.5928428,0,0,0.02588891,1.035556413,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1760,Patiala,Patiala,Punjab,1095.05,823735,1006.18,328.52,-677.66,23.17,987.71,22.34,1.16,752.2350578,0,0,0.021223516,0.848940621,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1761,Sadulshahr,Ganganagar,Rajasthan,1183.97,180722,1033.87,355.19,-678.68,24.63,457.94,17.43,0.46,152.6406919,0,0,0.004306595,0.172263819,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1762,Danapur,Patna,Bihar,1216.52,1503586,1043.75,364.96,-678.79,25.85,854.97,22.08,123.16,1235.973104,0,0,0.034871672,1.394866888,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1763,Kozhikode,Kozhikode,Kerala,1005.28,1594787,981.29,301.58,-679.71,25.08,2486.64,35.86,13.97,1586.410751,0,0,0.044758899,1.790355973,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1764,Bokaro,Bokaro,Jharkhand,1192.67,1300316,1039.34,357.8,-681.54,25.64,1147.98,24.46,28.01,1090.256316,0,0,0.030760427,1.230417094,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1765,Chakia,Chandauli,Uttar Pradesh,1240.21,421377,1053.93,372.06,-681.87,25.58,844.56,21.03,62.43,339.7626208,0,0,0.009586043,0.383441701,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1766,Sambhal,Sambhal,Uttar Pradesh,1140.98,1316222,1024.66,342.29,-682.37,23.94,1081.09,24.35,1.12,1153.58902,0,0,0.032547293,1.301891701,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1767,Kalimpong,Darjiling,West Bengal,1112.96,194285,1017.25,333.89,-683.36,16.91,1833.56,40.88,7.89,174.5660221,0,0,0.004925195,0.197007818,"Cold, temperate, mountain ecosystem. (AEZ 14)","Cedrus deodara (Deodar), Pinus roxburghii (Chir Pine), Quercus leucotrichophora (Banj Oak)","Malus domestica (Apple), Prunus armeniaca (Apricot), Juglans regia (Walnut)","Native alpine shrubs, Terraced farming stabilization plants"
1768,Panipat,Panipat,Haryana,1226.24,1229371,1051.49,367.87,-683.62,23.79,843.05,20.36,12.46,1002.553334,0,0,0.028285981,1.131439224,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1769,Poonch,Poonch,Jammu and Kashmir,1674.15,589150,1185.94,502.24,-683.7,9.04,1572.49,46.27,7.09,351.9099244,0,0,0.009928766,0.397150634,"Cold, temperate, mountain ecosystem. (AEZ 14)","Cedrus deodara (Deodar), Pinus roxburghii (Chir Pine), Quercus leucotrichophora (Banj Oak)","Malus domestica (Apple), Prunus armeniaca (Apricot), Juglans regia (Walnut)","Native alpine shrubs, Terraced farming stabilization plants"
1770,Nirmal,Adilabad,Telangana,1616.34,321033,1168.7,484.9,-683.8,26.52,1205.61,20.82,222.63,198.6172464,0,0,0.005603775,0.224151011,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
